project,status,output,error,build_time_sec,run_time_sec
4a76e42f058ef7b467d9,success,,,7.25,0.96
4a89bf7c52500a1d7e7b,exception,,'NoneType' object is not subscriptable,4.91,
4aed548e606f11971f5a,success,,,7.53,0.9
4b3c1a78b0104e52b2a1,success,,"2025-10-11 04:50:06.835601: I external/local_xla/xla/tsl/cuda/cudart_stub.cc:31] Could not find cuda drivers on your machine, GPU will not be used.
2025-10-11 04:50:06.835983: I tensorflow/core/util/port.cc:153] oneDNN custom operations are on. You may see slightly different numerical results due to floating-point round-off errors from different computation orders. To turn them off, set the enviro",95.34,3.08
4bbe165b19a2b0d457c6,success,,,4.65,0.77
4c10830640d325e0cab978bc18c6263a,runtime_error,,"Traceback (most recent call last):
  File ""/app/snippet.py"", line 2, in <module>
    import tensorflow as tf
ModuleNotFoundError: No module named 'tensorflow'",7.51,0.98
4c223b8e2d72b0e35bde,success,,,7.44,0.82
4c2d4105ea2c7e407fb5,exception,,'NoneType' object is not subscriptable,20.04,
4c4323f90f74f079b50d9a689fa8a448,success,,,16.33,1.16
4c47dc94cc6054fe1398,exception,,'NoneType' object is not subscriptable,13.47,
4c528bb794449160e9f9a303b7b2dc23,success,,,6.99,1.02
4c5dc5b2b267b43bb4c399ca9115c3f8,success,,,7.26,1.02
4ca0c68878c6d978d067da4a36bcc71d,success,,,16.58,1.14
4cd70e9515ab722b2bce,success,,,15,1.1
4d0f862d981d9bfc6b4f,success,,,7.19,1.14
4d3a1d7c49de414942b87d7f6ab1461c,success,,,6.84,1.01
4d7afed1dadb457bba977bd3757c1e29,exception,,'NoneType' object is not subscriptable,2.9,
4d834d429763e953a40c,success,,,16.33,1.16
4d859423b9dae1cf7471,success,,,6.96,1.22
4dc4e988baae35aa2ae810281b5297fa,exception,,'NoneType' object is not subscriptable,3.04,
4deac45790fa339b537a,success,,"2025-10-11 05:55:26.538026: I external/local_xla/xla/tsl/cuda/cudart_stub.cc:31] Could not find cuda drivers on your machine, GPU will not be used.
2025-10-11 05:55:26.538432: I tensorflow/core/util/port.cc:153] oneDNN custom operations are on. You may see slightly different numerical results due to floating-point round-off errors from different computation orders. To turn them off, set the enviro",92.15,3.72
4e5035242b8e4b07ff3a,runtime_error,,"Traceback (most recent call last):
  File ""/app/snippet.py"", line 12, in <module>
    from pymongo.errors import AutoReconnect, OperationFailure
ModuleNotFoundError: No module named 'pymongo'",13.16,0.92
4e97eb41e2b9a80cd5de,success,,,19.87,1.82
4ed43412878723491240814a0d5a6ed6,exception,,'NoneType' object is not subscriptable,3.74,
4ee0a712454480df5ee3,success,,,7.25,1.11
4efe2e28ffcba38aa242,success,,,15.13,1.37
4f4934893388f971c6c5,success,,,7.17,1.05
504768e05fda49a6e3338e798ae1cddd,success,Not Set ItemId,,16.91,1.19
507bcbf3e8cfdc5d3549,runtime_error,,"File ""/app/snippet.py"", line 15
    print ""input filename is"",dbfilename
          ^
SyntaxError: Missing parentheses in call to 'print'. Did you mean print(""input filename is"",dbfilename)?",13.25,0.95
50abbd0ad3c16c5dee55,success,,"2025-10-11 07:16:45.870446: I external/local_xla/xla/tsl/cuda/cudart_stub.cc:31] Could not find cuda drivers on your machine, GPU will not be used.
2025-10-11 07:16:45.871175: I tensorflow/core/util/port.cc:153] oneDNN custom operations are on. You may see slightly different numerical results due to floating-point round-off errors from different computation orders. To turn them off, set the enviro",100.6,3.5
50ffa966dbb6a1296320705890fcb5cf,success,,,18.92,1.69
518b0c9564e500b4b50f,runtime_error,,"2: I external/local_xla/xla/tsl/cuda/cudart_stub.cc:31] Could not find cuda drivers on your machine, GPU will not be used.
Traceback (most recent call last):
  File ""/app/snippet.py"", line 6, in <module>
    filename_queue = tf.train.string_input_producer(
                     ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
AttributeError: module 'tensorflow._api.v2.train' has no attribute 'string_input_producer'",114.55,4.27
51934724e0896184a2340217b383af73,success,,"/app/snippet.py:2: DeprecationWarning: Please import `map_coordinates` from the `scipy.ndimage` namespace; the `scipy.ndimage.interpolation` namespace is deprecated and will be removed in SciPy 2.0.0.
  from scipy.ndimage.interpolation import map_coordinates
/app/snippet.py:3: DeprecationWarning: Please import `gaussian_filter` from the `scipy.ndimage` namespace; the `scipy.ndimage.filters` namesp",15.82,1.52
51edd66425998e5fca37,success,,,13.1,1.34
520a2c13f358b3689d00a3c88b34e0c6,exception,,'NoneType' object is not subscriptable,3.17,
5263bc6284c4dbe79951,success,,"2025-10-11 05:55:26.538026: I external/local_xla/xla/tsl/cuda/cudart_stub.cc:31] Could not find cuda drivers on your machine, GPU will not be used.
2025-10-11 05:55:26.538432: I tensorflow/core/util/port.cc:153] oneDNN custom operations are on. You may see slightly different numerical results due to floating-point round-off errors from different computation orders. To turn them off, set the enviro",92.15,3.72
5292f95000e409e239b9dc973295327a,runtime_error,,">
    from keras.src import applications
  File ""/usr/local/lib/python3.9/site-packages/keras/src/applications/__init__.py"", line 18, in <module>
    from keras.src.applications.convnext import ConvNeXtBase
  File ""/usr/local/lib/python3.9/site-packages/keras/src/applications/convnext.py"", line 26, in <module>
    import tensorflow.compat.v2 as tf
ModuleNotFoundError: No module named 'tensorflow'",8.87,1.07
52ec27e3010a3fd852e1d0d6e2ab5180,runtime_error,,"Traceback (most recent call last):
  File ""/app/snippet.py"", line 3, in <module>
    from scipy.ndimage import imread
ImportError: cannot import name 'imread' from 'scipy.ndimage' (/usr/local/lib/python3.11/site-packages/scipy/ndimage/__init__.py)",15.61,1.24
535acf4c62ee2a71da498281c2dfc4f4,exception,,'NoneType' object is not subscriptable,18.91,
539928493c4e74b3ec112f4cf4a6df91,exception,,'NoneType' object is not subscriptable,5.23,
539a9ec008b1e5b3b7fd,success,,,7.53,0.9
53aad9bb83b233b523270c30d36e4c81,success,,"2025-10-11 04:50:06.835601: I external/local_xla/xla/tsl/cuda/cudart_stub.cc:31] Could not find cuda drivers on your machine, GPU will not be used.
2025-10-11 04:50:06.835983: I tensorflow/core/util/port.cc:153] oneDNN custom operations are on. You may see slightly different numerical results due to floating-point round-off errors from different computation orders. To turn them off, set the enviro",95.34,3.08
5441be08c6d80ca55040678bcd79c3c5,success,,,16.58,1.14
5455d2c57fb33c1ae04706f2dc4fee01,exception,,'NoneType' object is not subscriptable,2.92,
54e6f7d63df3866a87a15aed17b51eaf,exception,,'NoneType' object is not subscriptable,3.43,
559e56401dee3eccfa23,runtime_error,,"File ""/app/snippet.py"", line 132
    print ""GIFMAKER -- create GIF animations""
          ^
SyntaxError: Missing parentheses in call to 'print'. Did you mean print(""GIFMAKER -- create GIF animations"")?",14.16,0.94
55b804cf62b8ee0fa23efdb3ea5a4701,success,Not Set ItemId,,16.91,1.19
56180516c91e8b934168ea29c52ee242,success,,,16.86,1.69
561d5eec7fed9ebf48751d124a77b087,runtime_error,,"File ""/app/snippet.py"", line 18
    print x.eval(), y.eval(), z.eval(), tf.gradients(z, x)[0].eval()
    ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
SyntaxError: Missing parentheses in call to 'print'. Did you mean print(...)?",96.43,1.29
566ebde618ec18f2bea6,success,"{'a': 'A', 'b': 'B', 'c': 'C'}",,14.23,1.26
5702d57eb4cb6ef6e7e8,success,,,7.5,1.69
5748e199a3bec164a867c9b654e5ffe5,runtime_error,,"File ""/app/snippet.py"", line 161
    print ""iteration %i. mean f: %8.3g. max f: %8.3g""%(itr, np.mean(rewards), np.max(rewards))
          ^
SyntaxError: invalid syntax",13.1,0.98
574fc95caee4c22f21ed,exception,,'NoneType' object is not subscriptable,3.37,
5761c3be67a0c7d78ec8,build_failed,,"ds build-essential gcc
  11 |     
  12 | >>> RUN if [ -s /app/requirements.txt ]; then pip install --no-cache-dir -r /app/requirements.txt; fi
  13 |     
  14 |     CMD [""python"", ""snippet.py""]
--------------------
ERROR: failed to solve: process ""/bin/sh -c if [ -s /app/requirements.txt ]; then pip install --no-cache-dir -r /app/requirements.txt; fi"" did not complete successfully: exit code: 1",2.57,
57901e91e5c5a8bac3eb0cbbdd3aba81,exception,,'NoneType' object is not subscriptable,20.15,
5823716a1da5f0273504,runtime_error,,"4, in <module>
    _error_checker = _ErrorChecker( _p, _p.GL.glGetError )
  File ""/usr/local/lib/python3.9/site-packages/OpenGL/platform/baseplatform.py"", line 19, in __get__
    value = self.fget(obj)
  File ""/usr/local/lib/python3.9/site-packages/OpenGL/platform/glx.py"", line 24, in GL
    raise ImportError(""Unable to load OpenGL or GL library"")
ImportError: Unable to load OpenGL or GL library",11.51,1.14
5860168615a35b5b5ef69710d61f02d4,exception,,'NoneType' object is not subscriptable,2.76,
587011a65d05f067a29ce9c22894d1d2,exception,,'NoneType' object is not subscriptable,5.78,
58e015dd9ff33049da5a,exception,,'NoneType' object is not subscriptable,3.16,
593c950ba1a3b9dd08d5,exception,,'NoneType' object is not subscriptable,15.75,
59cf3e5b6d96bf67bca34530e522be08,success,,,6.84,1.01
59f9d4f5fd8196c849a892a56ba90baf,success,,,16.33,1.16
5a073b72c94de357d453,success,,,6.96,1.22
5a1aaa2effe3825368db4c1925924bba,success,,"2025-10-11 05:55:26.538026: I external/local_xla/xla/tsl/cuda/cudart_stub.cc:31] Could not find cuda drivers on your machine, GPU will not be used.
2025-10-11 05:55:26.538432: I tensorflow/core/util/port.cc:153] oneDNN custom operations are on. You may see slightly different numerical results due to floating-point round-off errors from different computation orders. To turn them off, set the enviro",92.15,3.72
5a4c39e4c02502a8451d,success,,,19.87,1.82
5a51bc0ded46b230c5322a234cf8eabf,runtime_error,,", in <module>
    bootstrap()
  File ""/usr/local/lib/python3.9/site-packages/cv2/__init__.py"", line 153, in bootstrap
    native_module = importlib.import_module(""cv2"")
  File ""/usr/local/lib/python3.9/importlib/__init__.py"", line 127, in import_module
    return _bootstrap._gcd_import(name[level:], package, level)
ImportError: libGL.so.1: cannot open shared object file: No such file or directory",16.22,1.17
5a534f9deb80775f0f497a4133a79d7b,exception,,'NoneType' object is not subscriptable,10.76,
5aec669ea8a8c920c0960fa05895687f,success,,,7.25,1.11
5af7cd0e934f5465b695,success,,,15.13,1.37
5b581d774fc8500325f7,success,,,7.17,1.05
5b769cd2a86bb1270188ffa423941d5f,exception,,'NoneType' object is not subscriptable,2.95,
5b9bd428079959558ba8,exception,,'NoneType' object is not subscriptable,3.5,
5baaf1d206cf5e81436d,success,,,15.33,1.41
5bfad28ceb3a484dfd2a,exception,,'NoneType' object is not subscriptable,3.66,
5c422d709c93615341a21009f800222e,success,,,19.25,1.64
5c973ec1b5ab2e387646,success,,,7.01,1.14
5ce8bb1f4c55d17b5b25,exception,,'NoneType' object is not subscriptable,2.91,
5dcd725d464858e9082f,exception,,'NoneType' object is not subscriptable,9.86,
5e96a65ee11698a26403,success,,,3.95,1.07
5e9a7c0d46cfdfe00104,success,,,16.43,1.58
5eaed8a5c299e5282d066a1fbc03152c,exception,,'NoneType' object is not subscriptable,2.97,
5f1baad30024a898e9f2115ac9b0c631,success,,,17.34,1.18
5f256b69a07a43f978b4,success,,,18.18,1.19
5f2fd870eb8a2325c0842dbd787574c3,success,,,4.89,1.07
5f9f2c05c5e3dc6b31d8,success,Not Set ItemId,,16.91,1.19
600fa8852b4741fb2bb1,success,,,8.41,1.6
6095e3cce3877881393a19659430ddf0,success,,,162.92,2.28
60e006b7642707c2e898,success,,,7.86,1.76
614fc39a78d028c9dce9,exception,,'NoneType' object is not subscriptable,3.03,
614fea74e9c67df0aae0,exception,,'NoneType' object is not subscriptable,12.23,
61a82e7c920468325ea8,exception,,'NoneType' object is not subscriptable,2.75,
61f9226f7ea498abce36187ddaf51ed5,exception,,'NoneType' object is not subscriptable,15.2,
62d629216e19906c53d3,runtime_error,,"t fiona
  File ""/usr/local/lib/python3.9/site-packages/fiona/__init__.py"", line 86, in <module>
    from fiona.collection import BytesCollection, Collection
  File ""/usr/local/lib/python3.9/site-packages/fiona/collection.py"", line 11, in <module>
    from fiona.ogrext import Iterator, ItemsIterator, KeysIterator
ImportError: libexpat.so.1: cannot open shared object file: No such file or directory",14.47,1.01
630df68eb42d881755a3e30343252f74,runtime_error,,"File ""/app/snippet.py"", line 13
    print m.get_weights()
          ^
SyntaxError: invalid syntax",12.89,0.99
632e39a9b4dda391fe54,runtime_error,,"File ""/app/snippet.py"", line 370
    print ""The selection changed""
          ^
SyntaxError: Missing parentheses in call to 'print'. Did you mean print(""The selection changed"")?",13.23,0.96
641dc6b15155e600135d,success,,,4.65,0.77
642535b8baeaedb02a56,success,,,7.44,0.82
643f812a275a9e0c75048aab6988a92c,exception,,'NoneType' object is not subscriptable,11.4,
6471e364501e7c62a0c41d92fa6090bc,success,,,7.26,1.02
64821d31816bce595a4bbd98588b37f5,runtime_error,,"Traceback (most recent call last):
  File ""/app/snippet.py"", line 5, in <module>
    import cPickle as pkl
ModuleNotFoundError: No module named 'cPickle'",21.07,1.11
64cf037c55c0d42196762c0ccacc7380,success,,,6.84,1.01
651afb13d45e4c587f63,exception,,'NoneType' object is not subscriptable,6.96,
6553a21faade20f72e9f,exception,,'NoneType' object is not subscriptable,5.03,
65fbce1860ef204ee908,success,,,7.25,1.11
660a9d578b5f0225e5f0,success,,,7.17,1.05
667150e96fdc2d53fd11,exception,,'NoneType' object is not subscriptable,3.93,
667c5554e5d9d9a25ae6,exception,,'NoneType' object is not subscriptable,4.6,
667e61d2f101f2f04542,success,,,3.95,1.07
66ed98cf3fc2b161df47c0c08954dc62,exception,,'NoneType' object is not subscriptable,3.07,
66f1569ebb0d878748fe,exception,,'NoneType' object is not subscriptable,3.21,
6714b632c92d8967fd3c,exception,,'NoneType' object is not subscriptable,16.07,
67effa81dd1cd5a488b4,runtime_error,,"File ""/app/snippet.py"", line 650
    print dnn
          ^
SyntaxError: Missing parentheses in call to 'print'. Did you mean print(dnn)?",13.2,1.04
6893b83409ae4575e2bd,success,,,7.87,1.49
689f4a38bc6cb9a7adc0,success,"ResNeXt(
  (conv1): Conv2d(3, 64, kernel_size=(7, 7), stride=(2, 2), padding=(3, 3))
  (bn1): BatchNorm2d(64, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
  (relu): ReLU(inplace=True)
  (max_pool): MaxPool2d(kernel_size=3, stride=2, padding=1, dilation=1, ceil_mode=False)
  (conv2): Sequential(
    (0): Bottleneck(
      (conv1): Conv2d(64, 128, kernel_size=(1, 1), stride=(1, 1)","/usr/local/lib/python3.9/site-packages/torch/_subclasses/functional_tensor.py:279: UserWarning: Failed to initialize NumPy: No module named 'numpy' (Triggered internally at /pytorch/torch/csrc/utils/tensor_numpy.cpp:81.)
  cpu = _conversion_method_template(device=torch.device(""cpu""))",316.7,3.71
691e97ce22f7cd43d6a9d54305344587,runtime_error,,"File ""/app/snippet.py"", line 39
    except Exception, err:
           ^^^^^^^^^^^^^^
SyntaxError: multiple exception types must be parenthesized",13.27,1.09
69aae99be6f6acfadf2073817c2f61b0,success,,,16.86,1.69
69da10ec6f22c6d7b92deefdb4a4f475,success,,,8.11,1.49
69dfe7943b076f0d79db,runtime_error,,"File ""/app/snippet.py"", line 20
    print '[INFO] The playbook does not exist'
          ^
SyntaxError: Missing parentheses in call to 'print'. Did you mean print('[INFO] The playbook does not exist')?",34.75,1.1
69f4acd1fc094c66ba73,success,"iter 1 violation 1.0
iter 2 violation 0.9275458043179818
iter 3 violation 0.8160522950492526
iter 4 violation 0.6990455291229618
iter 5 violation 0.6393618992982688
iter 6 violation 0.5957671717992999
iter 7 violation 0.5362919287445385
iter 8 violation 0.47177217115298603
iter 9 violation 0.44812761767941456
iter 10 violation 0.3834613038353731
iter 11 violation 0.32486115892212175
iter 12 violat",,20.24,2.17
6a01cbe55657121a1f3d,success,,,28.63,2.08
6aa898d22e74aa9dafc3,runtime_error,,"viepy.editor as mpy
  File ""/usr/local/lib/python3.9/site-packages/moviepy/editor.py"", line 26, in <module>
    imageio.plugins.ffmpeg.download()
  File ""/usr/local/lib/python3.9/site-packages/imageio/plugins/__init__.py"", line 103, in __getattr__
    raise AttributeError(f""module '{__name__}' has no attribute '{name}'"") from None
AttributeError: module 'imageio.plugins' has no attribute 'ffmpeg'",18.1,1.27
6af6a8478561aa8a0121,success,,"2025-10-11 07:16:45.870446: I external/local_xla/xla/tsl/cuda/cudart_stub.cc:31] Could not find cuda drivers on your machine, GPU will not be used.
2025-10-11 07:16:45.871175: I tensorflow/core/util/port.cc:153] oneDNN custom operations are on. You may see slightly different numerical results due to floating-point round-off errors from different computation orders. To turn them off, set the enviro",100.6,3.5
6b2273d7e332f29193d0,success,,,18.92,1.69
6b2944d74ec9dd229938,success,,,162.92,2.28
6b93a8028f4dc40cab49,success,"{'a': 'A', 'b': 'B', 'c': 'C'}",,14.23,1.26
6bb9ddb5d904b7275c62,success,,,7.86,1.76
6c168b0c36ca3b23cacc,success,,,8.31,1.34
6c78e65f4b78adfa3766,success,,"2025-10-11 07:43:55 [scrapy.utils.log] INFO: Scrapy 2.13.3 started (bot: scrapybot)
2025-10-11 07:43:55 [scrapy.utils.log] INFO: Versions:
{'lxml': '6.0.2',
 'libxml2': '2.14.6',
 'cssselect': '1.3.0',
 'parsel': '1.10.0',
 'w3lib': '2.3.1',
 'Twisted': '25.5.0',
 'Python': '3.11.14 (main, Oct  9 2025, 22:39:13) [GCC 14.2.0]',
 'pyOpenSSL': '25.3.0 (OpenSSL 3.5.4 30 Sep 2025)',
 'cryptography': '4",24.43,2.41
6ca93b8309f05055c6a3,success,,,8.1,1.5
6d459a8c2ae945808d69,success,,,7.5,1.69
6d6bb834d48b9664b38d,runtime_error,,"File ""/app/snippet.py"", line 13
    print solution
          ^
SyntaxError: Missing parentheses in call to 'print'. Did you mean print(solution)?",14.99,1.23
6d7c78ea329d4e9e1217,runtime_error,,"/usr/local/lib/python3.9/site-packages/mne/fixes.py:321: DeprecationWarning: distutils Version classes are deprecated. Use packaging.version instead.
  if LooseVersion(scipy.__version__) >= '1.1':
Traceback (most recent call last):
  File ""/app/snippet.py"", line 4, in <module>
    from matplotlib import pyplot as plt
ModuleNotFoundError: No module named 'matplotlib'",18.05,1.95
6da9a7c1e03912fde62e,exception,,'NoneType' object is not subscriptable,3.62,
6e1016cc188104d123676ccef3264981,runtime_error,,">
    from keras.src import applications
  File ""/usr/local/lib/python3.9/site-packages/keras/src/applications/__init__.py"", line 18, in <module>
    from keras.src.applications.convnext import ConvNeXtBase
  File ""/usr/local/lib/python3.9/site-packages/keras/src/applications/convnext.py"", line 26, in <module>
    import tensorflow.compat.v2 as tf
ModuleNotFoundError: No module named 'tensorflow'",9.97,1.14
6e20dba959277bd9af77,success,,"/app/snippet.py:2: DeprecationWarning: Please import `map_coordinates` from the `scipy.ndimage` namespace; the `scipy.ndimage.interpolation` namespace is deprecated and will be removed in SciPy 2.0.0.
  from scipy.ndimage.interpolation import map_coordinates
/app/snippet.py:3: DeprecationWarning: Please import `gaussian_filter` from the `scipy.ndimage` namespace; the `scipy.ndimage.filters` namesp",15.82,1.52
6e41e8512c17eae5da50aebef3378a4c,exception,,'NoneType' object is not subscriptable,20.7,
6e56d947ceaacdebb7fd3a88ed89cb6c,success,,,13.1,1.34
6f490f3a0e082ae6592a630bd7abe588,success,,,6.17,1.97
7019296a9a9ad74e44f0,success,,,6.76,0.8
702d05be879fa5a23d2b,success,,,7.25,0.96
7079332cab038da1394d,success,,"2025-10-11 04:50:06.835601: I external/local_xla/xla/tsl/cuda/cudart_stub.cc:31] Could not find cuda drivers on your machine, GPU will not be used.
2025-10-11 04:50:06.835983: I tensorflow/core/util/port.cc:153] oneDNN custom operations are on. You may see slightly different numerical results due to floating-point round-off errors from different computation orders. To turn them off, set the enviro",95.34,3.08
70df4922fec74ea87405b83840b45d57,runtime_error,,"Traceback (most recent call last):
  File ""/app/snippet.py"", line 15, in <module>
    import cv2
  File ""/usr/local/lib/python3.9/site-packages/cv2/__init__.py"", line 114, in <module>
    bootstrap()
  File ""/usr/local/lib/python3.9/site-packages/cv2/__init__.py"", line 102, in bootstrap
    import cv2
ImportError: libGL.so.1: cannot open shared object file: No such file or directory",15.16,1.26
70e5fefe128214b7d2a1,success,,,7.44,0.82
70ed63ee8992c401a9dd,success,,,6.99,1.02
71152286b0a8826249fe,runtime_error,,"File ""/app/snippet.py"", line 25
    print ""%s open %s"" % (xact.date, account)
    ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
SyntaxError: Missing parentheses in call to 'print'. Did you mean print(...)?",23.43,1.39
712c270355b6c2642600,success,,,16.58,1.14
7191601fd58bb37a9efd,success,,,16.33,1.16
719fc5e3a21dd2779d9fe69bf41e6ba6,exception,,'NoneType' object is not subscriptable,2.83,
71b14c4beab12998b6d1,exception,,'NoneType' object is not subscriptable,6.17,
71eda2aab0ee32d19b01,success,,"2025-10-11 05:55:26.538026: I external/local_xla/xla/tsl/cuda/cudart_stub.cc:31] Could not find cuda drivers on your machine, GPU will not be used.
2025-10-11 05:55:26.538432: I tensorflow/core/util/port.cc:153] oneDNN custom operations are on. You may see slightly different numerical results due to floating-point round-off errors from different computation orders. To turn them off, set the enviro",92.15,3.72
723a39071659bb763cff,runtime_error,,"ackend/__init__.py"", line 1, in <module>
    from .load_backend import epsilon
  File ""/usr/local/lib/python3.9/site-packages/keras/backend/load_backend.py"", line 90, in <module>
    from .tensorflow_backend import *
  File ""/usr/local/lib/python3.9/site-packages/keras/backend/tensorflow_backend.py"", line 5, in <module>
    import tensorflow as tf
ModuleNotFoundError: No module named 'tensorflow'",19.28,1.57
7247d72f97e6bfbf97809da5922f0e14,exception,,'NoneType' object is not subscriptable,3.18,
72b2f24b6d2ff6ffde1597f1ca2dea3f,exception,,'NoneType' object is not subscriptable,8.7,
72c7938230537b4f8a4c,runtime_error,,"File ""/app/snippet.py"", line 57
    print ""Getting intensity values from mic.""
          ^
SyntaxError: Missing parentheses in call to 'print'. Did you mean print(""Getting intensity values from mic."")?",15.3,1.13
72e709ba8a3a7c6affa1,runtime_error,,"File ""/app/snippet.py"", line 42
    print '{""index"":{""_index"":""netflow"",""_type"":""line"",""_id"":'+str(i)+'}}'
          ^
SyntaxError: invalid syntax",4.42,1.04
72e72417af260ac17bb0d878e9ea1f52,exception,,'NoneType' object is not subscriptable,3,
735379e9c853171713ca,success,,,7.01,1.14
738fa2eedd9666b78404ed1751336f56,success,,,16.43,1.58
73a523f0cdbc978c148d1cd9e9d5f0be,exception,,'NoneType' object is not subscriptable,2.79,
73c9565719d124af64ff,exception,,'NoneType' object is not subscriptable,3.34,
73efaccda6025883fc66,success,,,17.34,1.18
7434f7431d1cc0350dbe,success,,,18.18,1.19
745868fb26102298e837,success,Not Set ItemId,,16.91,1.19
74e556cd8a7814a5270079f94950957f,success,"ResNeXt(
  (conv1): Conv2d(3, 64, kernel_size=(7, 7), stride=(2, 2), padding=(3, 3))
  (bn1): BatchNorm2d(64, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
  (relu): ReLU(inplace=True)
  (max_pool): MaxPool2d(kernel_size=3, stride=2, padding=1, dilation=1, ceil_mode=False)
  (conv2): Sequential(
    (0): Bottleneck(
      (conv1): Conv2d(64, 128, kernel_size=(1, 1), stride=(1, 1)","/usr/local/lib/python3.9/site-packages/torch/_subclasses/functional_tensor.py:279: UserWarning: Failed to initialize NumPy: No module named 'numpy' (Triggered internally at /pytorch/torch/csrc/utils/tensor_numpy.cpp:81.)
  cpu = _conversion_method_template(device=torch.device(""cpu""))",316.7,3.71
756b1d8df2d1487497d29b90e81f8068,success,,,20.24,2.17
76877c8f262de24becc081ad96759730,success,,,8.31,1.34
771426542eb36afeb56ce8b163560a4c,runtime_error,,"File ""/app/snippet.py"", line 296
    print 'Saving predictions'
          ^
SyntaxError: Missing parentheses in call to 'print'. Did you mean print('Saving predictions')?",9,1.05
7719991351343a92aa7b654d2b36c8db,success,,,7.5,1.69
771dabe22b34d59728bddcf87b26cf54,success,,"/app/snippet.py:2: DeprecationWarning: Please import `map_coordinates` from the `scipy.ndimage` namespace; the `scipy.ndimage.interpolation` namespace is deprecated and will be removed in SciPy 2.0.0.
  from scipy.ndimage.interpolation import map_coordinates
/app/snippet.py:3: DeprecationWarning: Please import `gaussian_filter` from the `scipy.ndimage` namespace; the `scipy.ndimage.filters` namesp",15.82,1.52
778260a1f0553575be99,exception,,'NoneType' object is not subscriptable,4.99,
7793e2058c5c9dacb5212c0ac0b18a8a,runtime_error,,"line 21, in <module>
    from keras.src import applications
  File ""/usr/local/lib/python3.9/site-packages/keras/src/applications/__init__.py"", line 18, in <module>
    from keras.src.applications.convnext import ConvNeXtBase
  File ""/usr/local/lib/python3.9/site-packages/keras/src/applications/convnext.py"", line 25, in <module>
    import numpy as np
ModuleNotFoundError: No module named 'numpy'",4.76,0.99
77a4640bb5fcd1e7f038,exception,,'NoneType' object is not subscriptable,3.06,
77d02d8f2f09e27de08b,success,,,6.79,0.75
781411170d36adb3197cba86b8653136,success,,,7.15,0.91
78e41a5065136e41bccbffdaab108492,success,,,4.65,0.77
793f7ddfc2393ffd0418,success,,,7.44,0.82
795cc1fd6d0c9069b20204cbd133e36b,success,,,16.58,1.14
79b418a25b374804701069f31b39606c,runtime_error,,"Traceback (most recent call last):
  File ""/app/snippet.py"", line 3, in <module>
    from pandas_datareader import data as web
ModuleNotFoundError: No module named 'pandas_datareader'",14.56,1.36
79d38da49cb4f4a511d74d780e53743a,runtime_error,,"Traceback (most recent call last):
  File ""/app/snippet.py"", line 10, in <module>
    from annoy import AnnoyIndex
ModuleNotFoundError: No module named 'annoy'",8.7,1.11
79f9bfb5a7e767b4b756ff1c7dc04eaa,success,,,7.19,1.14
7a3fc9739b7778f6673a458605e18963,exception,,'NoneType' object is not subscriptable,3.92,
7a56a1253355c0f4442d,success,,,6.84,1.01
7a9e046470dcf05420d4cdc2b2defd79,success,Not Set ItemId,,16.91,1.19
7adc87d2c4fde941cea6,runtime_error,,"File ""/app/snippet.py"", line 32
    print 'caffe_feature_extractor.py -i <inputfile> -o <outputfile>'
          ^
SyntaxError: Missing parentheses in call to 'print'. Did you mean print('caffe_feature_extractor.py -i <inputfile> -o <outputfile>')?",14.48,1.17
7ade9bbe4cb46e3cc1b8,success,,,16.33,1.16
7aea60f80f6aa9b79cc9509b633557c9,exception,,'NoneType' object is not subscriptable,3.18,
7b2161871953f0c12615,success,,,7.87,1.49
7b4a8e2f1fbfd70b4aaea5d205cb35eb,success,,,6.96,1.22
7b64238424175742a8a1,success,,"2025-10-11 05:55:26.538026: I external/local_xla/xla/tsl/cuda/cudart_stub.cc:31] Could not find cuda drivers on your machine, GPU will not be used.
2025-10-11 05:55:26.538432: I tensorflow/core/util/port.cc:153] oneDNN custom operations are on. You may see slightly different numerical results due to floating-point round-off errors from different computation orders. To turn them off, set the enviro",92.15,3.72
7b96bba85ed81aba864a,success,,,19.87,1.82
7bd4e4bd0a00ac9076986148afc06507,exception,,'NoneType' object is not subscriptable,3.82,
7c24802dd9c5e15870b4b56e22135c96,success,,,7.25,1.11
7c2ec1cd01ada79b45fc9a6323934181,exception,,'NoneType' object is not subscriptable,15.59,
7c3070bc1c2766633b8ff1d4d51089cf,success,,,15.13,1.37
7c3d01ad13b0e7e5985a,runtime_error,,", in <module>
    bootstrap()
  File ""/usr/local/lib/python3.9/site-packages/cv2/__init__.py"", line 153, in bootstrap
    native_module = importlib.import_module(""cv2"")
  File ""/usr/local/lib/python3.9/importlib/__init__.py"", line 127, in import_module
    return _bootstrap._gcd_import(name[level:], package, level)
ImportError: libGL.so.1: cannot open shared object file: No such file or directory",18.1,1.43
7cd166e311992a828675,exception,,'NoneType' object is not subscriptable,3.59,
7dc87b8d1dc16b025e7019113cc2de93,success,,,7.17,1.05
